gold_summary,model_summary,session_key
"I like karaoke. I work at a karaoke bar. I have daughters. I do not have tiktok or other social media. I prefer being around other people. I like being around other people. I get to see cool places working my job. I work in construction. I am teaching my daughter to drive. I am a bartender. I like going to quieter bars so I can talk to friends. At my job, I like being able to listen and make a difference when someone needs support. I also love watching people have fun.","they think it's silly but they support me! do your friends like kareoke too? They do! We get together often for random karaoke nights, or they will show up while I'm working at the bar and start one. I love watching them enjoy themselves! Do your daughters sing with you? that's so great! yeah, my daughters love to sing. it's actually them who got me into kareoke because they started singing on tiktok all the time! I still don't have that app lol. I prefer being around people, instead of relying on social media for contact. How is your daughters driving going?  I like being around people better than apps, too, but kids these days love digital stuff. she's doing pretty good driving; I think she's ready to try the highway!  That is a huge step! I remember my first trip driving on the expressway lol. I think my dad just about had a heart attack, I was going so slow lol. You probably travel the highway quite a bit, doing construction work. Have you been any place fun for work? i'm sure I will lose time off my life every time I try to teach her lol :) yeah, I do get to see some cool places! especially when we build in new areas that aren't all urbanized yet. it feels like being in the woods to break ground in a remote area. That has to be amazing! I miss seeing new places. Being a bartender, I am always working in the same place. It's a good thing the people are always different lol. What is your favorite reason for going to the bar? you must meet so many cool people, though. bars attract all types. I like going to quieter bars, mostly, to just sit and talk wiht friends. what do you like about your job? do you meet cool people? I like being able to listen, to possibly make a difference when someone needs support. I also love watching other people have fun and enjoy their lives, its a small piece of hope. It isnt just all about work, and bills, and daily life, ya know? absolutely! connecting with other people is really what we are all here on earth to do.",test_147_4
I have a job. I have a job working from home. I run a warehouse. My job is painting. I ride bikes and sail.,What do you do? I'm also at work but I'm lucky to work from home. I run a warehouse for a small business. It's a pretty slow day. I do! I paint so I don't have a boss to report to. I like cycling quite a bit. And in the summer I do a lot of sailing.,test_148_1
I paint pictures. I painted my favorite overlook at sunset. I don't normally paint sunsets. I like to sail. I love the sunset. My happiest place to be is on the sea. I like solitude. I like to hike deep in the woods. I like being away from people. I like being away from people. I work in a warehouse.,"I painted a new picture.  I went to my favorite overlook and painted it at sunset. Was pretty nice. No not really, just at this spot the view is amazing. Sunset makes it almost magical. I agree. The best sunset I have ever had was when I was sailing out on the sea. It is probably my happiest place to be. Where is yours? Deep in the woods hiking, i think we both like solitude heh. I couldnt agree more really. Hows the warehouse going?",test_148_2
I am an artist. My paintings have been shown in small galleries. I recently painted scenes of a local garden. I have never visited an art gallery. I like to sail. I like to ride bikes. There is a park I like to bike ride at.,"I am going to have a showing of some of my paintings at a local gallery. I've shown my paintings before, but not at a gallery of this size. I'm excited! Thank you! I'm planning to display a series of paintings from a local garden. I think they'll be fun for the local crowd.  Yes, very! Have you been to any art galleries or museums recently? I probably won't be sailing for a few weeks at least. We're supposed to be getting some rough weather. But I think I'll try to get a few bike rides in. I usually bike close to home, but whenever I have some extra time I'll head over to the park and hit up the bike trail there.",test_148_3
I have a bike. I work at a warehouse. I like to go cycling in the park. I like to draw. I like to go sailing. I like to paint. My artwork is displayed in a gallery.,"That's wonderful, I saw that the weather is supposed to be high 70s with low humidity, so it's great weather to be outdoors. Oh yes! That's also great cycling weather, not like the time it rained four hours straight right as I got to the park. I'm thinking of going on a hike and sketching the scene from the lookout point. It caught my eye a few weekends ago and I've been meaning to go again. So nice that you can sketch views! When I admire the sunset I regret the beauty is betrayed by my cheap camera and shaky hands. I bet the waves of the lake don't help you keep steady either! When was the last time you went sailing? I think last week, across the lake and back, as a neat little stress reliever.",test_148_4
"I am from Seattle, Washington. I am from Florida. I don't think it's exciting, but it's a challenge. I am a tax attorney. I am a freelance writer. I write web content articles. I like to run cross country. I'm training for a marathon. I sleep a lot. I like to be active. I like sports. I like to eat high protein food to build lean muscles. I like to fish.","Hello, I'm from seattle wa. Hi I'm from fl. I am a tax attorney, not the most exciting job. But I enjoy the challenge. That is interesting, I am a freelance writer. I don't have a specific genre mostly web content articles. Ok. During my free time I run. Cross country mostly, but training for a marathon now. I like to sleepin a lot haha. Lol because of the tedious nature of work I like to be active otherwise. I understand that, but I like sports too. Great. I also enjoy eating high protein food to build lean muscles, like fish. That's cool to hear because I like to fish.",test_149_1
I go fishing. I eat fish. I catch a lot of fish. I like to blacken fish in a skillet. I put fish on my salad. I have a run scheduled this summer. Long runs bore me. It reminds me of my grandfather. Fishing is calming. I get bored fishing. I have a brother that fishes all day. My brother is a gym rat.,"I'm going fishing- do you want one? Absolutely - I would love to share. I usually catch more than I can consume. Any ideas how you might cook it? I do something very similar and use it over my salad - it takes like New Orleans to me. Any awesome runs lately? Oh I haven't even thought about making it for a salad. I need to try that! Lately, no but I have one scheduled later this summer. That's great. I would love to do long runs but I simply get bored after about a mile. True - one would also argue that's its boring, but I find it calming and relaxing. Reminds me of summer with my grandfather. I can fish for about an hour and then my attention span is lost, but my brother could literally fish all day. It calms him like you mentioned also!",test_149_2
I am physically active. I like running. Long distance running bores me. I have a boring job. Running is fun for me. I love my job. I watch my diet before a run. i go fishing. I like to share. I think sleep is important. I'm not very physically active. I like to collaborate with people. I like learning about people. I live in Florida. I can cook. I don't fish often.,"Yes, it feels great to be as active as I am now again. So far, I feel my training is coming along nicely. I wish I could run more, but running for the long distances is always such a bore to me. What do you do to keep it exciting for you? It may be that my job as a tax attorney makes almost anything else super exciting. After working on taxes, almost anything would be exciting. That is true. I love my job as a writer, but I too feel that it has times where it is cumbersome with boredom. Have you changed anything regarding your diet regarding the upcoming marathon?  I have added more carbohydrates on the days before I run. Also, I'm thinking of scheduling some massages after some of my runs. That would be so relaxing. Plus it would ensure my muscles don't get too stressed. Well, if it helps, I have been fishing a lot lately, and I could give you some fish to help you with your lean proteins! I have more than I can eat myself. Oh, definitely. Fresh fish is great. Protein is important when I'm training to run. Running can make a lot of muscle vanish, so protein is needed to restore it. Don't forget to get good rest, as well. Even though my life doesn't consist of a lot of physical activity, maintaining healthy sleep patterns are vital to my success both at home and with work. Yes, sleep, diet, and fitness all have almost equal importance when it comes to physical fitness. Maybe you would be interested in writing an article about cross country running, based on interviews with me? You could throw some details about fish into the article. How it helped me restore muscle during training, for example. That is quite an interesting idea! I have been wanting to learn more about you do, and this could be a wonderful opportunity for us to meet up and spend some time together as well. Do you do any fishing in Florida? I would love to go. I have before, but not often. If we were to do an interview while we fish though, that would make fishing more interesting for me. Then we could finish the interview over the meal we make with the fish.",test_149_3
I got invited to write an article about sport fishing. I love fishing. I want to be a writer. I enjoy running more than fishing. I'm not a fan of running. I am currently training and watching my diet. I'm participating in a marathon this summer. I eat a lot of fish as part of my diet. I also buy fish. I eat fish my brother catches. My favorite fish to eat salmon with karawi sauce.,"I got invited to write an article about sport fishing. I cant wait to start writing, fishing is my best passion On the other hand I enjoy running more. I didn't enjoy fishing as much but my brother is a fishing maniac. I'm not that much of a fan of running, but i certainly know it can be fun for some people.  Very much mate, I am participating in a marathon scheduled for this summer and it's keeping me on my toes especially with training and diet. It's not that hard I keep a high protein diet, I actually eat a lot of fish. Sometimes when he comes from fishing trips he shares his catch with me but I also buy my own fish I enjoy salmon fingers more with a dip of karawi sauce",test_149_4
I go fishing. I've never been fishing. My fishing trips occur frequently. I keep the fish I catch and eat them. I'm a vegan. I like going to the gym. I work many hours. I work at a doctor's office. My husband is a lawyer. I am not employed. I am a doctor's assistant. I enjoy the fact that I do not work. I live alone in a condo. I am not married. I move around a lot for my job.,"Hello, I just got back from fishing. Yes, I go all the time and I have to eat a lot of fish. Why do you eat fish so often? I'm a vegan. I eat the fish I catch, I don't think you will like fishing. Haha probably not. I do like going to the gym though. Do you? No, I don't have time I work at doctors office. Cool, you like it? I don't work, my husband's a lawyer though. Yes, I am a doctor's assistant. Long hours. That is cool! No work. No, I move around a lot with my job. I live in a condo by myself.",test_150_1
"i like to fish. i work out at the gym a lot. i dont workout at the gym because i am so active fishing. i do weight training, squats and deadlifts. i dont really like cardio. i dont really enjoy cardio. i am active in daily life at my house and office. i have never been fishing but would like to go.","You'd never believe it if you saw the fish I caught on my most recent fishing trip.  It was a six-foot alligator gar! It took some help from my buddies, and we set it free after taking pictures and measurements, but it was amazing to see, and it was hard work. Sometimes fishing is like my gym. How has the gym been for you lately? Good job you had some buddies there with you. Yes I go most days to the gym, it my escape from everything else in the world. What is your favorite thing to do at the gym? I don't ever go because I get my workouts in just by running around fishing. I enjoy lifting as heavy as I can. Things like squats and deadlifts really get me focused.  Things like reeling in a 6-foot fish or running up and down the stairs in my office and condo all day. I don't think I could get cardio in if I actually had to think about it. Yes, cardio is best done doing everyday activities. You do not need a gym fo it. Yes, I'll save my membership money. I can't believe you've never been fishing. It's so relaxing and exciting at the same time. You should take me some time so I can give it a go. Maybe not start with a 6 ft fish though?",test_150_2
I enjoy fishing. I do not know how to fish. I enjoy fishing. I know how to fish. I am a vegan. I eat fish. I am not vegan. I am a body-builder and go to the gym. I have a husband. I work as a doctor's assisstant.,"I've been thinking that we should plan a fishing trip together. What are you doing next Saturday? Im free, I would love to go fishing. Although you will have to teach me how to fish.  I don't judge others who aren't vegan and you really enjoy fishing so I'd love to spend time doing something you like. Just know I won't be eating the fish, that's all you!  Hey, I've got no problem with that. More for me, I suppose. Ya know, fish does have a lot of great lean protein in it, which is great for body-building. I have heard that. I typically rely on supplements to help me gain muscle. That and all the training I do at the gym!  He is very busy and seeing how hard he works is a big reason I don't want to. How about you, are you still working long hours at the doctor's office?  No, not so much. Things have slowed down a little bit, and the doctor hired another assistant as well, so I'm not stretched as thin. It's made things a lot easier. Have you had any luck finding work yet?",test_150_3
Recently bought fishing gear. I am a vegan. I care about climate change. I love and appreciate our planet. I don't like handling worms. I was vegan. I am a doctor's assistant.,"Awesome, thats good. I wonder how itll be fishing since I am a vegan. I guess although I'm a vegan, I do appreciate that you catch and eat the fish you catch. I mostly care about veganism for climate change reasons. Fishing in the wild does not increase climate change much. Not like cows and industrial agriculture. It's way more environmentally friendly and I end up feeding more fish than I catch anyways! Don't buy your bait from any big corporations! Get your worms yourself! It's easy! You just dig into the ground and throw them in a container. That's the foundation of real fishing. Your ultimately still using the earth! I'm all for that, but bait grosses me out so much! Is that a deal breaker with fishing... I just can't wrap my mind around handling worms! They're so squishy and slimy. Don't think of them as dirty worms, just think of them as an eclectic assortment of amino acids which purify the soil they live in. It's the argument I used when I was vegan. The amino acids in the plants are the same building blocks that are in animals. Fish are good substitutes if you don't have your own garden in bloom. I trust you even more with this since you're a doctor's assistant. I'm certain that you know what you're talking about! What tasks do you typically do at your job? It depends on the season. Usually I'm just asking routine questions and taking blood pressure measurements and weight measurements etc... But during the winter I do more swabs and testing because so many people are more sick in the winter.",test_150_4
I like fishing. I am starting a new job. I'm going to work in computer programming. I'm a truck driver and I get to travel alot. I have a wife and two kids. I like to go on cruises during my vacations. I have no wife or kids. I think a lot of computer programmers are there. I live in San Francisco. I just moved here and am trying to make more friends. I lived in Kansas City.,"Cool, nothing much just finishing up some work. I just got a new job. I work with computer programming, what do you do? Im a truck driver, not very glamorous I know. But I do get to travel a lot! No, but I usually spend free time with the wife and 2 kids. How about you? Married? No married, so no kids. I love going cruises for vacation time. Haha that's cool, I grew up there. Pretty different back then though. Cool, I am trying to meet new people since I just moved here. I lived in kansas city my whole life, so it's a big change.",test_151_1
I go on trips. I am taking a family trip. I am tired of work. I would like a job outside sometimes. I am in a truck all day. I think lot lizards are real and disgusting. I don't know what meth is like. I buy plant fertilizer.,"I might go to San Francisco for my next trip Family trip, ive had enough work. Well, being in a truck is like a tiny moving office heh. At least the scenary changes though. Yikes, I was hoping it was just a thing from movies and not real life.  No, meth really does take its toll, especially in the smaller towns. Haha, i dont think these people are getting walter whites quality product. The only thing that I remember about the meth in the show was that it was blue and I thought it looked like the Miracle Grow plant fertilizer that I buy.",test_151_2
I have a job. I have a son. I went to San Antonio. I have a family. I like fishing. I have a home. I've never been to Disney before. I have young kids. I have been on cruises. I'm a single guy. My father took me fishing when i was young. I live in San Francisco. I make decisions with my wife.,"I just got back from a haul for work. No lot lizards were seen. I went on down to San Antonio. It was a fairly short haul, but it was pleasant enough I reckon, especially since I didn't have any lot lizards crawling on up to me. Son, do you know what a lot lizard is? It's not one of those scaly fella's. We're trying to decide between a trip closer to home or one in Florida. The kids would probably like to head on over to Disney World, but I'd like to take them fishing. We'll have to see what the missus is thinking in the next couple of days. Even kids who like fishing would probably prefer Disney. I've never been to Disney before. Would it be your first time, or your kids first time if you went there? They're still pretty young, so this would be their first time. The missus was wanting to take them when they were babies, but I told her there's no way they'd remember anything if we took them when they were that young! So now she really wants to take them pretty soon. It's just a big commitment to bring the whole family there for a few days. But we're gonna end up going sooner or later. If they are that young then they also seem too young for fishing. I have been on cruises, and some even in Florida, but because I'm single Disney seemed like a waste for a single guy. Well I'd be doing most of the heavy lifting. They'd just be letting me know if they got a nibble and then I'd take it from there. It's good to get kids familiar with it at a young age, but the main thing would be spending time with their pops. That was what I always loved the most when mine took me fishing. Well if you want to come to Scan Francisco let me know. I am still trying to get to all the tourist destinations, but we could hit up some of the more child friendly ones, like parks and boat rides. And since we have so much water there must be some type of fishing. I gotta go, let me know if you are seriously thinking of visiting my neck of the woods, I'll start researching family friendly tourist spots. ",test_151_3
I have lived in San Francisco and Kansas City. My favorite weekend stop in Kansas City was a local breakfast joint. I like really good restaurants. I have new friends that have recommended restaurants but they are not close enough as friends to join me. I am familiar with websites that allow you to meet people who are interested in the same activities. Not dating. I am a programmer. I went to college. My wife and I are not very social. I like to go on cruises. I am not married but I connect with people easily. Out on the road quite often.,"Do you like San Francisco over Kansas City? You know, it's definitely more lively. Things are open longer out here than they are back in Missouri! I do miss the local breakfast joint, it was my favorite stop on the weekends. They recommended a couple of pizza places around town, and a really cool Vietnamese fusion restaurant. It feels a bit awkward to go to a restaurant all by myself, though.  Have you tried one of those websites where you sign up to meet people? Not for dates, but just for activities, like going to museums or whatever? I haven't, no! You'd think I'd be more knowledgeable about things like that as a programmer, but I didn't even know such a thing existed. How do they work? So true. I guess I'm lucky since I met my wife when we were so young and neither one of us is all that social. Makes sense, and hey, it could happen! You definitely don't do a lot of mingling when you're out on the road like I am, ha.",test_151_4
I like the Grateful Dead and have seen them live in concert. I am a student. I'm in my school marching band. I have brothers. My parents are both teachers. My dad was once a farmer. I am in my parent's English class. They support me being in the school band. I have fun hanging out during band. I play the violin. I am 16.,"Hey! Just go back from a 1000 mile road trip to watch the grateful dead! What are you up to? Hi! Just at home studying since I have a math test on friday. Cool, my 2 older brothers were both in marching band too. You like it? I love it since both mom and dad are teachers. Haha my dad used to be a farmer. Do you have your parents as teachers in school? Yes they teach english. They want me to be in concert during the season. I do because lots of girls are in the band and its fun hanging out. The violin. Most 16 year olds play violin in concert.",test_152_1
"I play the violin. I have been playing for 5 years. I can use a keyboard, a mixer, and dj discs. I do not like to play the violin. My instrument knowledge is mostly with violins. Playing violin frustrated me. I used to irritate my violin instructor on purpose. I played violin when I was 15. I hated it. I am in school. My parents are my teachers. I was homeschooled from 2nd grade to graduation. My parents are easy going. My classmates know that my teachers are my parents.","I've been playing for a good five years. Do you play any instruments? I had to learn how to play the recorder for like 6th grade music. I also took a few violin lessons as a kid, though I hated it. I can do a few small things with a keyboard and know how to use a mixer and dj discs. That is about it. Hey, that's quite a lot! I can't do most of those things--I play the violin... and that's it. I mean, that is really good. They are not the easiest thing to play. I always over oiled my bow and when I got frustrated I tended to make the loud screeching sound on purpose to irritate my instructor. She quit on us haha. It made me feel better when I didn't feel like I knew what I was doing. Probably a childish thing to do, but I was only like 15 at the time. And I hated it. I couldn't hold my hand right and it hurt my neck. How is school going for ya? I don't know that homeschool is the same as public. Homeschool only has one or two kids in the same grade and they don't do lessons the same way. I was homeschooled from second grade to graduation. But I can see how it would be uncomfortable or whatever. Like you can't just relax and be your regular away from home self. Gotta act how you do around your parents while with friends but not at home. Must be harsh. Yeah, there's definitely a bit of that, for sure. I'd say my parents are pretty chill though, so it's not unbearable. I think they try their best to treat us all equally, which I'm glad about, but my classmates are aware that they're my parents. That's the kind of thing that gets let out in the first week of the school year.",test_152_2
I am in band class. I go to school. I'm not good at playing instruments. I love music. I empathize. My parents work at my school. I was home schooled. I can't relate to other people sometimes. I get distracted when reading. I do breathing exercises. Summer vacations excite me. I am appreciative of advice.,"School is good but stressful! I'm reaching my finals week & just can't wait for summer. I have my end of the school year band recital too, I've been practicing a lot. I love it so much, why'd you stop playing? I guess it just wasn't for me. I love music, but I guess some people have the gift to play a musical instrument, and some don't. I'd love to see you play in your marching band one time. It's convenient but also can be embarrassing sometimes. A lot of my peers think I have an advantage in their class, which if anything they make it harder. It's almost like being homeschooled. Did you like homeschooling or wish you would have been at a school? It's hard to imagine what the alternative would have been like. I don't feel like I missed out on anything. It must have left me with a perspective of school that is radically different than the perspectives of those that went to public school. Absolutely. I can't imagine being homeschooled after being here in school for so long & I'm sure you can't imagine the opposite either.  I just have trouble staying focused while reading and my parents are always assigning long reading assignments. Any tips to keep focused? Maybe before class, practice some breathing exercises. Also, remove distractions when doing reading. It's understandable that when close to graduation, you are probably more excited than usual. Thanks for the tips! I'm definitely really excited for summer vacation. Are you going to see anyone in concert?",test_152_3
I am learning to play the guitar. I play the violin. I have trouble playing the guitar. I own Grateful Dead cds. I was taught to play the guitar by my parents. I have a two parents. I am a student at a school. Both my parents are school teachers.,"Yes am trying to learn to play the guitar but at times I have a major with tuning the guitar at times. I'd like to be able to play like the Grateful Dead one day I would like to be able to dj for a major disco one day too! But all those etudes and fingering exercises kill me, though. You wanna borrow some Grateful Dead cds I have? Well my dad seemed to spend 16 hours a day on his farm and all his little tasks, so it would be interesting switching parents for a day. I use my extra time after school and during weekends when I have no school.  Now if only I can stop zoning out to Grateful Dead in lazy weekend mornings! Your parents are teachers -- do they have a teacherlike attitude once you're home? Grateful Dead music is adictive for sure. My parents do not have a teacher like attitude at home, we prefer to act normal at home '",test_152_4
I have two kids and they are twins. I am tired. I have a car. I am going to an art museum. I play tennis. I attend church on Sundays. I am not very good at tennis. I like playing badminton. I am from Sweden so I am Swedish. I have never played badminton. I have a cousin that lives in Sweden. I have lived in the United States for 12 years.,"I've been chasing my two twins around all day, so I'm ready for bedtime. How about you? I have been driving around a lot today. I think I am going to an art museum. That sounds fun! I'm going to try and play tennis and go to church on sunday. Tennis is fun. I'm not that good at it though. I like to play badminton. I'm sure he'll love it there. I moved to the us around 12 years ago. She does love it. She says it is very different from here. She loves the coffee breaks.",test_154_1
I have kids. I attend church. I am an atheist. I am from Sweden. I am married. I graduated from university in Sweden. I moved to the USA for a job. I have never been to Sweden. I have a cousin. I work flexible hours. I work in a hospital. I like playing tennis. I am a scientist. I am not very good at tennis.,"I attend a Methodist church, it's a small but I like and they have a great Sunday School for my kids. That sounds very quaint. I'm personally an atheist. Were you raised into religion? I wasn't raised with religion, Sweden is primarlyy a non-religious country, but when I moved to the United States my husband attended church every Sunday and I started going with him.  I had a great job opportunity here after I graduated from university. Also, Sweden is very cold! Have you ever been to Sweden? My cousin lives there but I've never been lucky enough to visit him. What job opportunity did you move for? I work in medicine and was offered a great fellowship with a hospital here. My job gives me great flexibility so I can still make time for my kids and my hobbies including tennis. Wow that's interesting. Do you have a specific area of medicine you work in? I work as a scientist. I'm not very good at tennis but I keep practicing!",test_154_2
"I have a cousin in Sweden. I am thinking of visiting my cousin. I need a vacation. My parents live there. I miss Sweden a lot. I will need to start saving money to visit my cousin. I have not visited Sweden in a long time because it is expensive. I have flexible hours so I can spend more time with my family. My hospital job is going well. My job has some flexibility but I would like more. Because of my job, I need time to decompress and be active. My scientist job is rewarding but can be difficult work sometimes. i have not tried playing badminton yet.","I have been talking to my cousin in Sweden about posiibly going for a visit. Yes, I do. My parents still live there. Oh nice! Is it expensive to travel there? I need to start saving some money if I'm going to go visit my cousin. It is very expensive, that is why I have not visited in so long.  The job is good! I love the flexible hours so I have time with my family! Flexibility at a job is the greatest. My job has some flexibility but I could always use more. It is rewarding but is very difficult work at times. That's why I often need some time to decompress and be active. At least it is rewarding. Being active is amazing, I have yet to try playing badminton.",test_154_3
I want to save money for a trip to Sweden. I am looking for a second part time job. I have a flexible job. I know the cool spots to check out in Sweden. I enjoy checking out local music and coffee shops. Coffee shops are my favorite. I grew up in Sweden. I like good coffee and good chocolates. I love Swedish dance music and American hip hop. I am a fan of hip hop that was released before 2010. I am more aware of hip hop from 2010 - present. I like jamband and classic reggae music. I have not heard of classic reggae.,"Because my job is flexible, I have been thinking of taking a second part time job to help save money to travel to Sweden.  Yeah that would be great. What would you recommend first that we do when we get there? For a newcomer, I'd recommend checking out the volcanos. Its a bit of a unique outing, but I think they are really beautiful. Do you have any favorite things to do when traveling>? Yes, I always like to check out local music and local coffee shops for random conversations. Would you want to do that? Same! I'm so glad you said that. Coffee shops are literally my favorite thing in the whole world, and Sweden has some awesome ones. I think growing up there is what sparked my interest in good coffee as well as good chocolates Honestly both! I love swedish dance music, but I also love american hip hop. Its so hard to choose. Do you have any music recs? For American hip hop? Wu-Tang, Dr. Dre, Eminem, Juvenile, Grand Master Flash etc. I am a fan of decades of hip-hop, just not anything since 2010ish. Oh wow, yes I've definitely heard of some of those. I love Dr. Dre! Whats wrong with more recent music? Thats definitely what I'm more acquainted with I couldn't tell you, I stopped listening to new hip hop around then. I got more focused into jamband music and classic reggae. Have you heard much classic reggae?",test_154_4
Art is my passion. I just graduated from high school and will be attending college next year. I am going to study neuroscience. I am my own boss. My goal is to become an Eagle Scout. I travel. I work at a fast food restaurant. I chose to study neuroscience as I believe that kind of work is really gratifying.,"I'm great. Just chilling, looking for inspiration to paint. Art is my passion. Nice! I'm headed to college next year. My college has a good art program. Exactly. I am going to study neuroscience but I will maybe broaden my horizon. We'll see. There is nothing for me like the freedom of being my own boss... Best life ever. Yes for sure. That's what I want when I become an eagle scout! Lol. I must be honest, the income stream is sporadic but I manage to travel and live. Lol! Lucky you. I'm stuck working at a fast food restaurant! Hey, no shame in doing honest work. But be determined to live not just exist. To be honest, I just think that kind of work is really gratifying.",test_155_1
I help poor children make and sell art. I work in art. I like to give back. I went to art school. I was inspired by a man from my neighborhood who painted. My mother died when I was young. My dad is not into art. My dad raised me. My mother loved art. I am nervous. I am looking forward to college. I work at fast food. I hope to have some fun at school. My dad has helped me a lot. I want to go on a safari. I use acrylics sometimes. I like water colors. I am doing a wildlife project.,"Yes it does. I also get children who are in poverty to make drawings and sell them so that they can buy some toys or clothes or whatever they want to do with the money they earn.  Yes I did go to an art school. And so many people helped me finish the program and graduate that i just wanted to give back when I was able to. And what originally spired me was a man in my neighborhood just would sit outside i draw and paint and me and my friends would just watch him, so thats when i decided i wanted to become an artist.  Wow, that's a neat story.  My mother really loved art but she died when I was quite young and I was just raised by my dad.  He wasn't really interested in art. I am, but I'm also nervous about it.  It'll be the first time I'm away from home and I feel a lot of pressure to do well and make the most of it.  It's costing so much money. College is very expensive. It unfortunate college in the USA isn't more like the way European countries do it.  But hopefully you can just make the experience as enjoyable as possible, im sure you will ben fine and love it once you're there.  Yes, I do hope to have some fun as well.  But if I want to eventually stop working at a fast food restaurant I think I'll need to take it seriously, too.  I want to make my dad proud since he's sacrificed a lot to be able to help me financially. Right now I am doing a wildlife project. Im hoping to go on a Safari trip so i can see more unique animals. I prefer water color pencils, but occasionally like to use acrylic paints. ",test_155_2
"We are planning to clean up the trash at a local lake. My wildlife project is going well. My Scout group has adopted a local park, which we clean up every summer. I like to give back to the community by doing something good. I usually have free time to do volunteer work, but this summer I am busy. I am preparing for college. I work at a restaurant. I am nervous!. I will be doing Premed in college. I find the brain really interesting. I get pleasure from helping others. I am aiming for Neuroscience. I am working on a watercolor painting of a spot near my clean-up project. I would like to go to art school part time. I would not try to get a degree in art, but I would love to learn more about it.","It's is going pretty well. We are looking at cleaning up all the trash out of a local lake. That's awesome!  My scout group actually adopted a local park to clean up every summer, it feels really good to give back and do something good. Yes, and I find that other people are super appreciative when you do projects like that. Absolutely. I usually have lots of free time to do things like that with my scout group, but this summer I'll be so busy with my job at the restaurant and preparing for college. I'm so nervous! Premed for now, but I eventually want to go for Neuroscience. I think its really gratifying work and I get a lot of pleasure from helping others. Not to mention, the brain is so very interesting! Have you done anything new with your art lately? Cool, that seems like a really rewarding field. Yes I am working on a water color of a spot near where my cleanup project is. I would really like to at some point, but only as a part time student. Art schools are so expensive these days. Not to mention, a degree in art certainly does not guarantee you any kind of employment when you're first leaving college. But I know it's not just about the money, sometimes. I would love to learn more about art, but it definitely would not be something I would get to try and pursue a degree in.",test_155_3
"I am going to college away from home. This is my first time away from home, I am nervous but excited. Went to college already. I am an artist, currently working on a watercolor project. I find clean up and environmental projects rewarding. I am not artistic. I am part of a Boy Scout troop. I want to become an Eagle Scout. I participate in a local wildfire cleanup project.","This week I will be doing a on-campus orientation where I'll be staying overnight at the University.  Yeah, I'm a little nervous since it'll be my first time away from home, but I'm excited for the next step forward.  Since you went to school, do you have any advice for me on orientation? Just make notes of where the buildings are that your classes will be in, that was the most helpful for me so that on the first day I wasn't lost and late for class. That's a great idea!  Yeah I need to make sure I know where I'm going.  How has the watercolor project been going? Not really, but I have done a lot of clean up projects and environmental projects with my Boy Scouts troop.  It's been one of the most rewarding things I've ever been a part of.  Yeah!  I haven't yet achieved my eagle scout, so I want to continue until I achieve that rank.  But I'm sure you know how rewarding it is to do cleanups with your wildlife project.  It feels so good to see all the work you do reflected in nature. Yes, it also really helps to put my mind at ease knowing that I am helping the environment in such a big way, even if it is just locally. Exactly, I just love seeing the impact that projects like that can have on the wildlife and the local community.",test_155_4
I was born in the milky way. Jello is one of my favorite foods. I have two moms. My family lives on planet x. I have two moms. I love rock music. I have blonde hair. My mom has blonde hair. My mom is a nurse. I have Grey hair. I migrated to earth.,"Hello, I was born in the milky way. That sounds so cool! Just eating some jello here which is one of my fav foods. Awesome! Do you have a family there? I've got two moms. Yeah they live on planet x with my two moms too. Wow. Do you have music there? I just love to hear rock music. I have blonde hair like my mom who is a nurse. What color is yours? Mine is grey because of the many lightyears it took me to get here.",test_158_1
"I love jello. I have multiple moms that enjoy eating jello. I like jello. I eat jello three or four times a day. I would like to visit a planet where jello is ate a lot. I am from a different planet that is part of the Milky Way, but it is hard to find. I came to earth because the Jello overlords asked me for help with the Bill Cosby case. I do PR work for aliens. I live on Earth now. I love living on Earth. I think Earth is my favorite planet, though I like the way Saturn looks from a distance. I have never been to Saturn because I think it is a tourist trap. I did not know anything existed on Saturn.","Of course they do. How do you think I developed such a taste for it?! Do you like jello? Of course. I grew up eating Jello three or four times every day. That's how we do it on my home planet. It's part of the Milky Way but it's pretty hard to find. You have to go past the Snickers and to the right of the Heath Bar planet. When Bill Cosby got in trouble I got called here by the Jello overlords to do some damage control. I do a lot of PR work for aliens. I only know this one so I guess I would have to say Earth. Although, Saturn looks kind of neat from a distance. Really? I had no idea that anything even existed there. ",test_158_2
"I bought pudding at the store because they were out of Jello. I think pudding is amazing. I bought pistachio pudding. I buy instant pistachio pudding. I like the consistency of pudding more than Jello. I think pudding has more flavor. I like pudding more than Jello, because it's creamy and succulent. I don't like whipped cream very much. I make whipped cream from scratch.","I just went to the store to buy more jello and they were completely out. I got something called pudding to try instead. Have you ever had it? No, I never knew that existed.  Do you like pistachio pudding more than jello? Yes, I like the consistency much better. I also think that pudding has more of a flavor than jello. Which do you like better? Jello or pudding? I also prefer pudding.  The texture feels so creamy and succulent in my mouth.  It's so good for how cheap it is. I'm actually not a big fan of whipped cream, unfortunately.  Did you buy store bought whipped cream for it? I have made it from scratch, I bought heavy whipping cream, put it in a mixer and mixed it until it created whipped cream. ",test_158_3
